;Identifiant du compteur;Nom du compteur;Identifiant du site de comptage;Nom du site de comptage;Comptage horaire;Date et heure de comptage;Date d'installation du site de comptage;Coordonnées géographiques;mois_annee_comptage;date_heure;annee;mois;jour;jour_sem;heure;Saisons;Lat;Lon;code_postal;degrés;pluie%;vent_kmh;coco
2212;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;37.0;2022-04-01T12:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 12:00:00;2022;4;1;4;12;printemps;48.83504;2.33314;75014;2.4;82.0;24.1;Neige
2213;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-04-08T02:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-08 02:00:00;2022;4;8;4;2;printemps;48.83504;2.33314;75014;8.7;66.0;11.2;Nuageux
2214;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;4.0;2022-03-31T01:00:00+02:00;2012-02-22;48.83504,2.33314;2022-03;2022-03-31 01:00:00;2022;3;31;3;1;printemps;48.83504;2.33314;75014;8.5;73.0;20.5;Nuageux
2215;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;18.0;2022-04-01T15:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 15:00:00;2022;4;1;4;15;printemps;48.83504;2.33314;75014;2.3;84.0;27.7;Neige
2216;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;4.0;2022-04-08T04:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-08 04:00:00;2022;4;8;4;4;printemps;48.83504;2.33314;75014;8.3;83.0;7.6;Pluie
2217;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;41.0;2022-03-31T07:00:00+02:00;2012-02-22;48.83504,2.33314;2022-03;2022-03-31 07:00:00;2022;3;31;3;7;printemps;48.83504;2.33314;75014;6.5;84.0;11.2;Nuageux
2218;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;42.0;2022-04-01T17:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 17:00:00;2022;4;1;4;17;printemps;48.83504;2.33314;75014;3.4;70.0;18.4;Neige
2219;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;28.0;2022-04-08T12:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-08 12:00:00;2022;4;8;4;12;printemps;48.83504;2.33314;75014;6.4;95.0;9.4;Pluie
2220;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;44.0;2022-03-31T10:00:00+02:00;2012-02-22;48.83504,2.33314;2022-03;2022-03-31 10:00:00;2022;3;31;3;10;printemps;48.83504;2.33314;75014;3.7;88.0;24.1;Pluie
2221;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;58.0;2022-04-01T19:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 19:00:00;2022;4;1;4;19;printemps;48.83504;2.33314;75014;2.6;83.0;16.6;Neige
2222;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;8.0;2022-04-08T22:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-08 22:00:00;2022;4;8;4;22;printemps;48.83504;2.33314;75014;4.2;89.0;13.0;Pluie
2223;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;36.0;2022-03-31T12:00:00+02:00;2012-02-22;48.83504,2.33314;2022-03;2022-03-31 12:00:00;2022;3;31;3;12;printemps;48.83504;2.33314;75014;5.5;80.0;20.5;Pluie
2224;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-04-02T02:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 02:00:00;2022;4;2;5;2;printemps;48.83504;2.33314;75014;2.3;65.0;22.3;Nuageux
2225;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;12.0;2022-04-08T23:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-08 23:00:00;2022;4;8;4;23;printemps;48.83504;2.33314;75014;3.0;91.0;16.6;Pluie
2226;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;35.0;2022-03-31T14:00:00+02:00;2012-02-22;48.83504,2.33314;2022-03;2022-03-31 14:00:00;2022;3;31;3;14;printemps;48.83504;2.33314;75014;8.2;59.0;16.6;Nuageux
2227;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-04-02T04:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 04:00:00;2022;4;2;5;4;printemps;48.83504;2.33314;75014;1.5;69.0;18.4;Clair
2228;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-04-09T00:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-09 00:00:00;2022;4;9;5;0;printemps;48.83504;2.33314;75014;4.3;89.0;11.2;Pluie
2229;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;63.0;2022-03-31T17:00:00+02:00;2012-02-22;48.83504,2.33314;2022-03;2022-03-31 17:00:00;2022;3;31;3;17;printemps;48.83504;2.33314;75014;7.0;54.0;20.5;Nuageux
2230;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;85.0;2022-04-02T11:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 11:00:00;2022;4;2;5;11;printemps;48.83504;2.33314;75014;6.6;42.0;33.5;Clair
2231;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;4.0;2022-04-09T04:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-09 04:00:00;2022;4;9;5;4;printemps;48.83504;2.33314;75014;3.4;90.0;5.4;Pluie
2232;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;95.0;2022-03-31T19:00:00+02:00;2012-02-22;48.83504,2.33314;2022-03;2022-03-31 19:00:00;2022;3;31;3;19;printemps;48.83504;2.33314;75014;4.5;71.0;31.7;Nuageux
2233;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;68.0;2022-04-02T13:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 13:00:00;2022;4;2;5;13;printemps;48.83504;2.33314;75014;7.0;38.0;25.9;Nuageux
2234;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;30.0;2022-04-09T08:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-09 08:00:00;2022;4;9;5;8;printemps;48.83504;2.33314;75014;5.3;89.0;7.6;Nuageux
2235;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;25.0;2022-03-31T21:00:00+02:00;2012-02-22;48.83504,2.33314;2022-03;2022-03-31 21:00:00;2022;3;31;3;21;printemps;48.83504;2.33314;75014;4.0;70.0;29.5;Nuageux
2236;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;77.0;2022-04-02T14:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 14:00:00;2022;4;2;5;14;printemps;48.83504;2.33314;75014;8.1;40.0;22.3;Nuageux
2237;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;39.0;2022-04-09T09:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-09 09:00:00;2022;4;9;5;9;printemps;48.83504;2.33314;75014;5.4;84.0;9.4;Nuageux
2238;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-04-01T01:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 01:00:00;2022;4;1;4;1;printemps;48.83504;2.33314;75014;3.0;69.0;24.1;Nuageux
2239;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;60.0;2022-04-02T17:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 17:00:00;2022;4;2;5;17;printemps;48.83504;2.33314;75014;6.4;40.0;24.1;Nuageux
2240;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;60.0;2022-04-09T10:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-09 10:00:00;2022;4;9;5;10;printemps;48.83504;2.33314;75014;5.6;79.0;5.4;Nuageux
2241;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;7.0;2022-04-01T06:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 06:00:00;2022;4;1;4;6;printemps;48.83504;2.33314;75014;2.3;81.0;25.9;Neige
2242;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;25.0;2022-04-02T21:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 21:00:00;2022;4;2;5;21;printemps;48.83504;2.33314;75014;4.8;53.0;16.6;Nuageux
2243;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;64.0;2022-04-09T11:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-09 11:00:00;2022;4;9;5;11;printemps;48.83504;2.33314;75014;5.9;79.0;9.4;Nuageux
2244;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;125.0;2022-04-01T08:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 08:00:00;2022;4;1;4;8;printemps;48.83504;2.33314;75014;1.5;91.0;22.3;Neige
2245;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;22.0;2022-04-02T22:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 22:00:00;2022;4;2;5;22;printemps;48.83504;2.33314;75014;4.5;55.0;13.0;Nuageux
2246;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;90.0;2022-04-09T16:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-09 16:00:00;2022;4;9;5;16;printemps;48.83504;2.33314;75014;11.2;45.0;14.8;Clair
2247;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;88.0;2022-04-01T09:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 09:00:00;2022;4;1;4;9;printemps;48.83504;2.33314;75014;1.7;89.0;20.5;Neige
2248;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;5.0;2022-04-03T00:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 00:00:00;2022;4;3;6;0;printemps;48.83504;2.33314;75014;4.1;56.0;13.0;Nuageux
2249;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;70.0;2022-04-10T10:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-10 10:00:00;2022;4;10;6;10;printemps;48.83504;2.33314;75014;10.9;50.0;5.4;Clair
2250;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;25.0;2022-04-01T10:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 10:00:00;2022;4;1;4;10;printemps;48.83504;2.33314;75014;2.0;86.0;24.1;Neige
2251;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;4.0;2022-04-03T05:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 05:00:00;2022;4;3;6;5;printemps;48.83504;2.33314;75014;2.4;65.0;11.2;Nuageux
2252;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;93.0;2022-04-10T14:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-10 14:00:00;2022;4;10;6;14;printemps;48.83504;2.33314;75014;14.5;41.0;7.6;Clair
2253;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;33.0;2022-04-01T16:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 16:00:00;2022;4;1;4;16;printemps;48.83504;2.33314;75014;2.6;78.0;20.5;Neige
2254;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;8.0;2022-04-03T07:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 07:00:00;2022;4;3;6;7;printemps;48.83504;2.33314;75014;2.1;65.0;13.0;Clair
2255;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;98.0;2022-04-10T18:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-10 18:00:00;2022;4;10;6;18;printemps;48.83504;2.33314;75014;12.0;48.0;13.0;Nuageux
2256;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;12.0;2022-04-01T22:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 22:00:00;2022;4;1;4;22;printemps;48.83504;2.33314;75014;3.0;73.0;25.9;Nuageux
2257;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;14.0;2022-04-03T08:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 08:00:00;2022;4;3;6;8;printemps;48.83504;2.33314;75014;3.1;59.0;13.0;Clair
2258;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;17.0;2022-04-10T21:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-10 21:00:00;2022;4;10;6;21;printemps;48.83504;2.33314;75014;10.2;55.0;11.2;Nuageux
2259;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;11.0;2022-04-01T23:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-01 23:00:00;2022;4;1;4;23;printemps;48.83504;2.33314;75014;3.1;73.0;20.5;Nuageux
2260;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;24.0;2022-04-03T09:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 09:00:00;2022;4;3;6;9;printemps;48.83504;2.33314;75014;5.7;47.0;16.6;Clair
2261;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;18.0;2022-04-10T22:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-10 22:00:00;2022;4;10;6;22;printemps;48.83504;2.33314;75014;9.3;56.0;11.2;Clair
2262;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-04-02T00:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 00:00:00;2022;4;2;5;0;printemps;48.83504;2.33314;75014;3.0;72.0;18.4;Nuageux
2263;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;82.0;2022-04-03T14:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 14:00:00;2022;4;3;6;14;printemps;48.83504;2.33314;75014;9.1;35.0;16.6;Clair
2264;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-04-11T00:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 00:00:00;2022;4;11;0;0;printemps;48.83504;2.33314;75014;8.2;59.0;11.2;Clair
2265;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;2.0;2022-04-02T06:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 06:00:00;2022;4;2;5;6;printemps;48.83504;2.33314;75014;1.6;68.0;18.4;Clair
2266;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;80.0;2022-04-03T15:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 15:00:00;2022;4;3;6;15;printemps;48.83504;2.33314;75014;8.7;37.0;16.6;Nuageux
2267;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-04-11T04:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 04:00:00;2022;4;11;0;4;printemps;48.83504;2.33314;75014;6.8;59.0;13.0;Clair
2268;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;90.0;2022-04-02T12:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 12:00:00;2022;4;2;5;12;printemps;48.83504;2.33314;75014;6.9;43.0;29.5;Clair
2269;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;38.0;2022-04-03T19:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 19:00:00;2022;4;3;6;19;printemps;48.83504;2.33314;75014;6.5;43.0;11.2;Nuageux
2270;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;68.0;2022-04-11T07:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 07:00:00;2022;4;11;0;7;printemps;48.83504;2.33314;75014;7.3;59.0;9.4;Clair
2271;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;95.0;2022-04-02T15:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 15:00:00;2022;4;2;5;15;printemps;48.83504;2.33314;75014;7.6;40.0;18.4;Nuageux
2272;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;30.0;2022-04-03T20:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 20:00:00;2022;4;3;6;20;printemps;48.83504;2.33314;75014;5.9;46.0;5.4;Nuageux
2273;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;296.0;2022-04-11T08:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 08:00:00;2022;4;11;0;8;printemps;48.83504;2.33314;75014;9.6;54.0;11.2;Clair
2274;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;82.0;2022-04-02T16:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 16:00:00;2022;4;2;5;16;printemps;48.83504;2.33314;75014;6.9;40.0;22.3;Nuageux
2275;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;11.0;2022-04-03T22:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 22:00:00;2022;4;3;6;22;printemps;48.83504;2.33314;75014;4.7;65.0;5.4;Clair
2276;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;38.0;2022-04-11T11:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 11:00:00;2022;4;11;0;11;printemps;48.83504;2.33314;75014;15.6;43.0;13.0;Clair
2277;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;15.0;2022-04-02T23:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-02 23:00:00;2022;4;2;5;23;printemps;48.83504;2.33314;75014;4.4;56.0;11.2;Nuageux
2278;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;6.0;2022-04-03T23:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 23:00:00;2022;4;3;6;23;printemps;48.83504;2.33314;75014;4.5;65.0;7.6;Clair
2279;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;70.0;2022-04-11T13:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 13:00:00;2022;4;11;0;13;printemps;48.83504;2.33314;75014;17.7;44.0;16.6;Clair
2280;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;11.0;2022-04-03T01:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 01:00:00;2022;4;3;6;1;printemps;48.83504;2.33314;75014;3.6;59.0;18.4;Nuageux
2281;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;1.0;2022-04-04T04:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-04 04:00:00;2022;4;4;0;4;printemps;48.83504;2.33314;75014;2.3;74.0;5.4;Clair
2282;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;62.0;2022-04-11T14:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 14:00:00;2022;4;11;0;14;printemps;48.83504;2.33314;75014;18.9;38.0;13.0;Clair
2283;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;3.0;2022-04-03T03:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 03:00:00;2022;4;3;6;3;printemps;48.83504;2.33314;75014;3.4;62.0;11.2;Nuageux
2284;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;50.0;2022-04-04T07:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-04 07:00:00;2022;4;4;0;7;printemps;48.83504;2.33314;75014;3.2;71.0;3.6;Clair
2285;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;59.0;2022-04-11T16:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 16:00:00;2022;4;11;0;16;printemps;48.83504;2.33314;75014;19.5;36.0;14.8;Clair
2286;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;41.0;2022-04-03T10:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 10:00:00;2022;4;3;6;10;printemps;48.83504;2.33314;75014;7.4;39.0;18.4;Clair
2287;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;266.0;2022-04-04T08:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-04 08:00:00;2022;4;4;0;8;printemps;48.83504;2.33314;75014;5.8;51.0;9.4;Clair
2288;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;113.0;2022-04-11T19:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 19:00:00;2022;4;11;0;19;printemps;48.83504;2.33314;75014;16.9;52.0;13.0;Nuageux
2289;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;74.0;2022-04-03T11:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 11:00:00;2022;4;3;6;11;printemps;48.83504;2.33314;75014;7.8;41.0;14.8;Clair
2290;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;182.0;2022-04-04T09:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-04 09:00:00;2022;4;4;0;9;printemps;48.83504;2.33314;75014;7.7;50.0;18.4;Clair
2291;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;43.0;2022-04-11T20:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 20:00:00;2022;4;11;0;20;printemps;48.83504;2.33314;75014;16.3;55.0;11.2;Nuageux
2292;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;49.0;2022-04-03T12:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 12:00:00;2022;4;3;6;12;printemps;48.83504;2.33314;75014;8.8;33.0;16.6;Clair
2293;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;60.0;2022-04-04T13:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-04 13:00:00;2022;4;4;0;13;printemps;48.83504;2.33314;75014;9.8;44.0;20.5;Nuageux
2294;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;7.0;2022-04-11T23:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-11 23:00:00;2022;4;11;0;23;printemps;48.83504;2.33314;75014;14.6;64.0;7.6;Nuageux
2295;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;61.0;2022-04-03T13:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 13:00:00;2022;4;3;6;13;printemps;48.83504;2.33314;75014;8.8;44.0;16.6;Clair
2296;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;47.0;2022-04-04T15:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-04 15:00:00;2022;4;4;0;15;printemps;48.83504;2.33314;75014;9.4;56.0;18.4;Nuageux
2297;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;0.0;2022-04-12T04:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-12 04:00:00;2022;4;12;1;4;printemps;48.83504;2.33314;75014;12.2;70.0;9.4;Nuageux
2298;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;41.0;2022-04-03T17:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 17:00:00;2022;4;3;6;17;printemps;48.83504;2.33314;75014;7.4;38.0;14.8;Clair
2299;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;86.0;2022-04-04T19:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-04 19:00:00;2022;4;4;0;19;printemps;48.83504;2.33314;75014;8.5;61.0;13.0;Pluie
2300;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;350.0;2022-04-12T08:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-12 08:00:00;2022;4;12;1;8;printemps;48.83504;2.33314;75014;14.6;60.0;11.2;Clair
2301;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;9.0;2022-04-03T21:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-03 21:00:00;2022;4;3;6;21;printemps;48.83504;2.33314;75014;5.8;56.0;11.2;Clair
2302;100003096-353242251;97 avenue Denfert Rochereau SO-NE;100003096;97 avenue Denfert Rochereau;33.0;2022-04-04T20:00:00+02:00;2012-02-22;48.83504,2.33314;2022-04;2022-04-04 20:00:00;2022;4;4;0;20;printemps;48.83504;2.33314;75014;8.5;61.0;14.8;Pluie
